"Item Code","Item Group","Default Unit of Measure","Standard Selling Rate","ID (Barcodes)","Barcode (Barcodes)","Barcode Type (Barcodes)","UOM (Barcodes)","Colour (Variant Attributes)","Attribute Value (Variant Attributes)","Default Warehouse (Item Defaults)"
"ALJ-INN-SIN-GRA-XS","Inner Dressess","Size",250.0,"nps9i0ijij","1153487237","CODE-39","Size","","Grey","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"ALJ-INN-SIN-NUD-XS","Inner Dressess","Size",250.0,"","","","","","Nude","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"ALJ-INN-SIN-BLK-XS","Inner Dressess","Size",250.0,"npvu74cul2","1153481937","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"ALJ-INN-SIN","Inner Dressess","Size",250.0,"o2af9fjueu","115348","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ACS-INN-SIN-LGR-XXL","Inner Dressess","Size",250.0,"nn3v4gok6v","4753486384","CODE-39","Size","","Light Green","Durban Store - BAE"
"","","","","","","","","","XXL - 62",""
"ACS-INN-SIN-LGR-XL","Inner Dressess","Size",250.0,"nn20o7edqs","4753486316","CODE-39","Size","","Light Green","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ACS-INN-SIN-LGR-L","Inner Dressess","Size",250.0,"nn1f491rsr","4753486376","CODE-39","Size","","Light Green","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ACS-INN-SIN-LGR-M","Inner Dressess","Size",250.0,"nn110700gv","4753486377","CODE-39","Size","","Light Green","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ACS-INN-SIN-LGR-S","Inner Dressess","Size",250.0,"nn235p3b8d","4753486383","CODE-39","Size","","Light Green","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ACS-INN-SIN-LGR-XS","Inner Dressess","Size",250.0,"nn3ng3bpbg","4753486337","CODE-39","Size","","Light Green","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"ACS-INN-SIN-CYA-XXL","Inner Dressess","Size",250.0,"","","","","","Cyan","Durban Store - BAE"
"","","","","","","","","","XXL - 62",""
"ACS-INN-SIN-CYA-XL","Inner Dressess","Size",250.0,"","","","","","Cyan","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ACS-INN-SIN-CYA-L","Inner Dressess","Size",250.0,"","","","","","Cyan","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ACS-INN-SIN-CYA-M","Inner Dressess","Size",250.0,"","","","","","Cyan","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ACS-INN-SIN-CYA-S","Inner Dressess","Size",250.0,"","","","","","Cyan","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ACS-INN-SIN-CYA-XS","Inner Dressess","Size",250.0,"","","","","","Cyan","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"ACS-INN-SIN-CHO-XXL","Inner Dressess","Size",250.0,"nphjtg9los","4753483684","CODE-39","Size","","Chocolate","Durban Store - BAE"
"","","","","","","","","","XXL - 62",""
"ACS-INN-SIN-CHO-XL","Inner Dressess","Size",250.0,"nq1pu4o4c6","4753483616","CODE-39","Size","","Chocolate","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ACS-INN-SIN-CHO-L","Inner Dressess","Size",250.0,"nqjvrqq1au","4753483676","CODE-39","Size","","Chocolate","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ACS-INN-SIN-CHO-M","Inner Dressess","Size",250.0,"nqjtc32san","4753483677","CODE-39","Size","","Chocolate","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ACS-INN-SIN-CHO-S","Inner Dressess","Size",250.0,"nqi87agcnc","4753483683","CODE-39","Size","","Chocolate","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ACS-INN-SIN-CHO-XS","Inner Dressess","Size",250.0,"nq1r08307u","4753483637","CODE-39","Size","","Chocolate","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"ACS-INN-SIN-WHT-XXL","Inner Dressess","Size",250.0,"nn92a8du30","4753489184","CODE-39","Size","","White","Durban Store - BAE"
"","","","","","","","","","XXL - 62",""
"ACS-INN-SIN-WHT-XL","Inner Dressess","Size",250.0,"nn8dli1iql","4753489116","CODE-39","Size","","White","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ACS-INN-SIN-WHT-L","Inner Dressess","Size",250.0,"nn7gp5m8gr","4753489176","CODE-39","Size","","White","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ACS-INN-SIN-WHT-M","Inner Dressess","Size",250.0,"nn8i5u9n22","4753489177","CODE-39","Size","","White","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ACS-INN-SIN-WHT-S","Inner Dressess","Size",250.0,"nn8a6hjcbc","4753489183","CODE-39","Size","","White","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ACS-INN-SIN-WHT-XS","Inner Dressess","Size",250.0,"nn9t3102ci","4753489137","CODE-39","Size","","White","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"ACS-INN-SIN-BLU-XXL","Inner Dressess","Size",250.0,"n58flokm5o","4753488984","CODE-39","Size","","Blue","Durban Store - BAE"
"","","","","","","","","","XXL - 62",""
"ACS-INN-SIN-BLU-XL","Inner Dressess","Size",250.0,"n57664db09","4753488916","CODE-39","Size","","Blue","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ACS-INN-SIN-BLU-L","Inner Dressess","Size",250.0,"n553ci99e5","4753488976","CODE-39","Size","","Blue","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ACS-INN-SIN-BLU-M","Inner Dressess","Size",250.0,"n56hvqeius","4753488977","CODE-39","Size","","Blue","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ACS-INN-SIN-BLU-S","Inner Dressess","Size",250.0,"n56o4fhnvb","4753488983","CODE-39","Size","","Blue","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ACS-INN-SIN-BLU-XS","Inner Dressess","Size",250.0,"n57nkjvpg3","4753488937","CODE-39","Size","","Blue","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"ACS-INN-SIN-GRA-XXL","Inner Dressess","Size",250.0,"n5b432u3n2","4753487284","CODE-39","Size","","Grey","Durban Store - BAE"
"","","","","","","","","","XXL - 62",""
"ACS-INN-SIN-GRA-XL","Inner Dressess","Size",250.0,"n5ac4acnud","4753487216","CODE-39","Size","","Grey","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ACS-INN-SIN-GRA-L","Inner Dressess","Size",250.0,"n586ecf6jb","4753487276","CODE-39","Size","","Grey","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ACS-INN-SIN-GRA-M","Inner Dressess","Size",250.0,"n59n7qhur5","4753487277","CODE-39","Size","","Grey","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ACS-INN-SIN-GRA-S","Inner Dressess","Size",250.0,"n59ko8lhuk","4753487283","CODE-39","Size","","Grey","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ACS-INN-SIN-GRA-XS","Inner Dressess","Size",250.0,"n5aamhff51","4753487237","CODE-39","Size","","Grey","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"ACS-INN-SIN-NUD-XXL","Inner Dressess","Size",250.0,"nn6l1qejol","4753480984","CODE-39","Size","","Nude","Durban Store - BAE"
"","","","","","","","","","XXL - 62",""
"ACS-INN-SIN-NUD-XL","Inner Dressess","Size",250.0,"nn5t7n6om3","4753480916","CODE-39","Size","","Nude","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ACS-INN-SIN-NUD-L","Inner Dressess","Size",250.0,"nn4l5fj99r","4753480976","CODE-39","Size","","Nude","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ACS-INN-SIN-NUD-M","Inner Dressess","Size",250.0,"nn4vg6t3i7","4753480977","CODE-39","Size","","Nude","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ACS-INN-SIN-NUD-S","Inner Dressess","Size",250.0,"nn5j3v2bpv","4753480983","CODE-39","Size","","Nude","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ACS-INN-SIN-NUD-XS","Inner Dressess","Size",250.0,"nn6mdjmb6c","4753480937","CODE-39","Size","","Nude","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"ACS-INN-SIN-BLK-XXL","Inner Dressess","Size",250.0,"n55th4sb9n","4753481984","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","XXL - 62",""
"ACS-INN-SIN-BLK-XL","Inner Dressess","Size",250.0,"n54ojm4hug","4753481916","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ACS-INN-SIN-BLK-L","Inner Dressess","Size",250.0,"n53nl5g18r","4753481976","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ACS-INN-SIN-BLK-M","Inner Dressess","Size",250.0,"n53v9b0obg","4753481977","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ACS-INN-SIN-BLK-S","Inner Dressess","Size",250.0,"n54p7b6553","4753481983","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ACS-INN-SIN-BLK-XS","Inner Dressess","Size",250.0,"n555rmqffm","4753481937","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"ACS-INN-SIN","Inner Dressess","Size",250.0,"o0a4s9bmho","475348","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"SAJ-ABA-SIN-BLK-L","Aswad Collection Niqabs / Khimaars","Size",1000.0,"np9e13d050","9618481976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"SAJ-ABA-SIN-BLK-M","Aswad Collection Niqabs / Khimaars","Size",1000.0,"npasvl3il0","9618481977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"SAJ-ABA-SIN-BLK-S","Aswad Collection Niqabs / Khimaars","Size",1000.0,"npb88s1dl1","9618481983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"SAJ-ABA-SIN","Aswad Collection Niqabs / Khimaars","Size",1000.0,"o6figju765","961848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ASI-ABA-SIN-NAV-XL","Aswad Classic Black Collection","Size",1250.0,"nsg8smqpqu","2518487516","CODE-39","Size","","Navy","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ASI-ABA-SIN-NAV-L","Aswad Classic Black Collection","Size",1250.0,"nsmeff5dnl","2518487576","CODE-39","Size","","Navy","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ASI-ABA-SIN-NAV-M","Aswad Classic Black Collection","Size",1250.0,"nsl0cehrc4","2518487577","CODE-39","Size","","Navy","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ASI-ABA-SIN-NAV-S","Aswad Classic Black Collection","Size",1250.0,"nsksjvdb4a","2518487583","CODE-39","Size","","Navy","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ASI-ABA-SIN-NAV-XS","Aswad Classic Black Collection","Size",1250.0,"nsf1msr43t","2518487537","CODE-39","Size","","Navy","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"ASI-ABA-SIN-BLK-XL","Aswad Classic Black Collection","Size",1250.0,"nshldo6c02","2518481916","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","XL - 60",""
"ASI-ABA-SIN-BLK-L","Aswad Classic Black Collection","Size",1250.0,"nsng56vkrr","2518481976","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"ASI-ABA-SIN-BLK-M","Aswad Classic Black Collection","Size",1250.0,"nsnm18huto","2518481977","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"ASI-ABA-SIN-BLK-S","Aswad Classic Black Collection","Size",1250.0,"nsmelgnpdc","2518481983","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"ASI-ABA-SIN-BLK-XS","Aswad Classic Black Collection","Size",1250.0,"nsh0g27sos","2518481937","CODE-39","Size","","Black","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"ASI-ABA-SIN","Aswad Classic Black Collection","Size",1250.0,"","","","","","","Stores - BAE"
"","","","","","","","","","",""
"ALQ-ABA-SIN-BLK-L","Aswad Classic Black Collection","Size",1395.0,"nt4apc9drd","6018481976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALQ-ABA-SIN-BLK-M","Aswad Classic Black Collection","Size",1395.0,"nt44mgfv16","6018481977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALQ-ABA-SIN-BLK-S","Aswad Classic Black Collection","Size",1395.0,"nt39iueckf","6018481983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALQ-ABA-SIN-BLK-XS","Aswad Classic Black Collection","Size",1395.0,"nsu7ovec7u","6018481937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALQ-ABA-SIN","Aswad Classic Black Collection","Size",1395.0,"o31l3ssgjh","601848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"MAH-ABA-SIN-BLK-L","Aswad Premium Collection","Size",1595.0,"msc0cdcgh3","7618481976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"MAH-ABA-SIN-BLK-M","Aswad Premium Collection","Size",1595.0,"mscc90rcad","7618481977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"MAH-ABA-SIN-BLK-S","Aswad Premium Collection","Size",1595.0,"msdgnsl13a","7618481983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"MAH-ABA-SIN-BLK-XS","Aswad Premium Collection","Size",1595.0,"msdnhskpvd","7618481937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"MAH-ABA-SIN","Aswad Premium Collection","Size",1595.0,"msenvleji8","761848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"JUM-BIS-SIN-FRE-STA","Bisht / Open Front Throws","Size",1750.0,"nucnsdi803","6866489990","CODE-39","Size","","Standard","Stores - BAE"
"JUM-BIS-SIN-FRE","Bisht / Open Front Throws","Size",1750.0,"o4pba84as5","68664899","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"RUB-ABA-SIN-BLK-XL","Aswad Premium Collection","Size",1750.0,"mqh5i3667p","9918481916","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"RUB-ABA-SIN-BLK-L","Aswad Premium Collection","Size",1750.0,"mqff1r30u8","9918481976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"RUB-ABA-SIN-BLK-M","Aswad Premium Collection","Size",1750.0,"mqggjstjgf","9918481977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"RUB-ABA-SIN-BLK-S","Aswad Premium Collection","Size",1750.0,"mqgqop19ln","9918481983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"RUB-ABA-SIN-BLK-XS","Aswad Premium Collection","Size",1750.0,"mqhvar93v4","9918481937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"RUB-ABA-SIN","Aswad Premium Collection","Size",1750.0,"mqi6j8mbgc","991848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ALA-ABA-SET-CHO-XXL","Aswad Classic Colour Collection","Size",1395.0,"nst2908sot","4818783684","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"ALA-ABA-SET-NUD-XXL","Aswad Classic Colour Collection","Size",1395.0,"nsrl3mmeep","4818780984","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"ALA-ABA-SET-BLK-XXL","Aswad Classic Colour Collection","Size",1395.0,"nst22i7ms2","4818781984","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"ALA-ABA-SET-LAI-XXL","Aswad Classic Colour Collection","Size",1395.0,"nss5dfoaub","4818788284","CODE-39","Size","","Lialac","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"ALA-ABA-SET-CHO-XL","Aswad Classic Colour Collection","Size",1395.0,"nt1j0urvm2","4818783616","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALA-ABA-SET-NUD-XL","Aswad Classic Colour Collection","Size",1395.0,"nsvb6de1et","4818780916","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALA-ABA-SET-BLK-XL","Aswad Classic Colour Collection","Size",1395.0,"nt2pmh1rf2","4818781916","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALA-ABA-SET-LAI-XL","Aswad Classic Colour Collection","Size",1395.0,"nt0pv8q71a","4818788216","CODE-39","Size","","Lialac","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALA-ABA-SET-CHO-L","Aswad Classic Colour Collection","Size",1395.0,"nt9co5mt1m","4818783676","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALA-ABA-SET-NUD-L","Aswad Classic Colour Collection","Size",1395.0,"nt6ffann2e","4818780976","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALA-ABA-SET-BLK-L","Aswad Classic Colour Collection","Size",1395.0,"ntbnf8figm","4818781976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALA-ABA-SET-LAI-L","Aswad Classic Colour Collection","Size",1395.0,"nt8mv97q31","4818788276","CODE-39","Size","","Lialac","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALA-ABA-SET-CHO-M","Aswad Classic Colour Collection","Size",1395.0,"nt93btmvha","4818783677","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALA-ABA-SET-NUD-M","Aswad Classic Colour Collection","Size",1395.0,"nt68e0n03c","4818780977","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALA-ABA-SET-BLK-M","Aswad Classic Colour Collection","Size",1395.0,"ntbio8upqf","4818781977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALA-ABA-SET-LAI-M","Aswad Classic Colour Collection","Size",1395.0,"nt7u7d5sja","4818788277","CODE-39","Size","","Lialac","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALA-ABA-SET-CHO-S","Aswad Classic Colour Collection","Size",1395.0,"nt80t5ga3l","4818783683","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALA-ABA-SET-NUD-S","Aswad Classic Colour Collection","Size",1395.0,"nt5ok3s2h9","4818780983","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALA-ABA-SET-BLK-S","Aswad Classic Colour Collection","Size",1395.0,"nta5ierv5k","4818781983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALA-ABA-SET-LAI-S","Aswad Classic Colour Collection","Size",1395.0,"nt7803t2kr","4818788283","CODE-39","Size","","Lialac","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALA-ABA-SET-CHO-XS","Aswad Classic Colour Collection","Size",1395.0,"nt0gda4igc","4818783637","CODE-39","Size","","Chocolate","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALA-ABA-SET-NUD-XS","Aswad Classic Colour Collection","Size",1395.0,"nsu1j03e8n","4818780937","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALA-ABA-SET-BLK-XS","Aswad Classic Colour Collection","Size",1395.0,"nt2g77itn4","4818781937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALA-ABA-SET-LAI-XS","Aswad Classic Colour Collection","Size",1395.0,"nsvf7qj1as","4818788237","CODE-39","Size","","Lialac","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALA-ABA-SET","Aswad Classic Colour Collection","Size",1395.0,"nvbp9ca6rp","481878","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ALI-ABA-SIN-GRA-XL","Aswad Classic Colour Collection","Size",1396.0,"ntcqa7k663","0418487216","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALI-ABA-SIN-BLK-XL","Aswad Classic Colour Collection","Size",1396.0,"nteg0akgru","0418481916","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALI-ABA-SIN-GRA-L","Aswad Classic Colour Collection","Size",1396.0,"ntgaffqj4o","0418487276","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALI-ABA-SIN-BLK-L","Aswad Classic Colour Collection","Size",1396.0,"nti5ij9icq","0418481976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALI-ABA-SIN-GRA-M","Aswad Classic Colour Collection","Size",1396.0,"ntfg0qr7uq","0418487277","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALI-ABA-SIN-BLK-M","Aswad Classic Colour Collection","Size",1396.0,"nthf9et83v","0418481977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALI-ABA-SIN-GRA-S","Aswad Classic Colour Collection","Size",1396.0,"nted5mn428","0418487283","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALI-ABA-SIN-BLK-S","Aswad Classic Colour Collection","Size",1396.0,"ntgkd746sd","0418481983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALI-ABA-SIN-GRA-XS","Aswad Classic Colour Collection","Size",1396.0,"ntc163vcg6","0418487237","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALI-ABA-SIN-BLK-XS","Aswad Classic Colour Collection","Size",1396.0,"ntdp42d57g","0418481937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALI-ABA-SIN","Aswad Classic Colour Collection","Size",1396.0,"o1dqab3fel","041848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ALR-ABA-SIN-BLK-XL","Aswad Premium Collection","Size",1450.0,"ntjrhjbjae","6718481916","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALR-ABA-SIN-BLK-L","Aswad Premium Collection","Size",1450.0,"ntlq8kdntp","6718481976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALR-ABA-SIN-BLK-M","Aswad Premium Collection","Size",1450.0,"ntk9rtmv4n","6718481977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALR-ABA-SIN-BLK-S","Aswad Premium Collection","Size",1450.0,"ntjsbaj82n","6718481983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALR-ABA-SIN-BLK-XS","Aswad Premium Collection","Size",1450.0,"nti4u4adnr","6718481937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALR-ABA-SIN","Aswad Premium Collection","Size",1450.0,"o373etdc59","671848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ALH-ABA-SIN-NUD-XL","Aswad Classic Colour Collection","Size",1250.0,"nsjvmbmlrv","9718480916","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALH-ABA-SIN-NUD-L","Aswad Classic Colour Collection","Size",1250.0,"nsrtavlvme","9718480976","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALH-ABA-SIN-NUD-M","Aswad Classic Colour Collection","Size",1250.0,"nsq5jpc0ne","9718480977","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALH-ABA-SIN-NUD-S","Aswad Classic Colour Collection","Size",1250.0,"nsqb9darf3","9718480983","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALH-ABA-SIN-NUD-XS","Aswad Classic Colour Collection","Size",1250.0,"nsj9q0r618","9718480937","CODE-39","Size","","Nude","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALH-ABA-SIN-BLK-XL","Aswad Classic Colour Collection","Size",1250.0,"mskcg5lfvo","9718481916","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALH-ABA-SIN-BLK-L","Aswad Classic Colour Collection","Size",1250.0,"msi9me194c","9718481976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALH-ABA-SIN-BLK-M","Aswad Classic Colour Collection","Size",1250.0,"msjao082st","9718481977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALH-ABA-SIN-BLK-S","Aswad Classic Colour Collection","Size",1250.0,"msj8veoq7k","9718481983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALH-ABA-SIN-BLK-XS","Aswad Classic Colour Collection","Size",1250.0,"msl2sefuhr","9718481937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALS-ABA-SIN-BBL-XL","Aswad Premium Collection","Size",1750.0,"mrtco4uhq0","7418489616","CODE-39","Size","","Black on Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALS-ABA-SIN-BBL-L","Aswad Premium Collection","Size",1750.0,"mrui3v01df","7418489676","CODE-39","Size","","Black on Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALS-ABA-SIN-BBL-M","Aswad Premium Collection","Size",1750.0,"mruk387d24","7418489677","CODE-39","Size","","Black on Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALS-ABA-SIN-BBL-S","Aswad Premium Collection","Size",1750.0,"mrtnfp24a0","7418489683","CODE-39","Size","","Black on Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALS-ABA-SIN-BBL-XS","Aswad Premium Collection","Size",1750.0,"mrs7vhd6fm","7418489637","CODE-39","Size","","Black on Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALS-ABA-SIN","Aswad Premium Collection","Size",1750.0,"mrv4k8dctj","741848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ENB-THR-SIN-BCG-XL","Bisht / Open Front Throws","Size",1500.0,"mmq9rjbep5","6574486416","CODE-39","Size","","Butter Cream With Green Contrast","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ENB-THR-SIN-BCG-L","Bisht / Open Front Throws","Size",1500.0,"mmt35s8jge","6574486476","CODE-39","Size","","Butter Cream With Green Contrast","Stores - BAE"
"","","","","","","","","","L - 58",""
"ENB-THR-SIN-BCG-M","Bisht / Open Front Throws","Size",1500.0,"mmtdk3h1ln","6574486477","CODE-39","Size","","Butter Cream With Green Contrast","Stores - BAE"
"","","","","","","","","","M - 56",""
"ENB-THR-SIN-BCG-S","Bisht / Open Front Throws","Size",1500.0,"mmstii916o","6574486483","CODE-39","Size","","Butter Cream With Green Contrast","Stores - BAE"
"","","","","","","","","","S - 54",""
"ENB-THR-SIN-WHO-XL","Bisht / Open Front Throws","Size",1500.0,"mmpf7cl9bg","6574485616","CODE-39","Size","","White with Orange Contrast","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ENB-THR-SIN-WHO-L","Bisht / Open Front Throws","Size",1500.0,"mmrcr5bvvh","6574485676","CODE-39","Size","","White with Orange Contrast","Stores - BAE"
